genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Amygdalella,421.300,416.000,5,0,NaN
Amygdalocosta,254.000,252.300,3,0,NaN
Amygdalocystites,460.900,449.500,4,0,NaN
Amygdalophylloides,345.300,268.000,18,1,0.6364
Amygdalophyllum,360.700,268.000,13,0,NaN
Amygdalum,145.500,11.608,5,0,NaN
Anabarella,542.000,501.000,56,2,0.0041
Anabaria,428.200,422.900,2,0,NaN
Anabaroconus,513.000,501.000,4,2,0.1684
Anabolotreta,504.000,498.500,15,1,0.0500
Anachis,28.400,0.007145,14,6,0.0158
Anacoloptera,145.500,140.200,1,1,0.0137
Anadara,140.200,0.006957,141,11,0.0137
Anaflemingites,251.300,247.200,15,0,NaN
Anagaudryceras,93.500,65.500,8,7,0.1214
Anagymnites,247.200,242.000,2,0,NaN
Anagymnotoceras,247.200,242.000,1,1,0.2222
Anahamulina,130.000,112.030,44,1,0.0075
Anahoplites,109.000,105.300,1,0,NaN
Anaklinoceras,83.500,70.600,1,0,NaN
Analytoceras,201.600,196.500,2,1,0.0182
Ananaspis,443.700,418.700,10,0,NaN
Ananias,345.000,242.000,72,52,0.0593
Anapachydiscus,83.500,65.500,11,6,0.6228
Anapagurus,7.246,5.332,1,0,NaN
Anapella,2.588,0.781,1,0,NaN
Anapetopsis,428.200,426.200,1,0,NaN
Anaphragma,460.900,445.600,5,0,NaN
Anapliomera,460.900,449.500,1,1,0.0789
Anaptychius,279.500,272.500,3,3,0.0884
Anaptyctocyathus,520.000,513.000,4,0,NaN
Anarcestes,402.500,383.700,29,0,NaN
Anarconcha,412.300,409.100,1,0,NaN
Anartiocystis,449.500,428.200,2,0,NaN
Anasibirites,251.300,247.200,32,0,NaN
Anaspyroceras,452.000,409.100,16,0,NaN
Anastrophia,436.000,409.100,66,6,0.0299
Anataphrus,468.100,443.700,21,0,NaN
Anathyris,402.500,376.100,34,18,0.1210
Anatibetites,235.000,221.500,1,0,NaN
Anatimya,99.600,65.500,19,4,0.0082
Anatina,205.600,65.500,16,1,0.0060
Anatolikos,48.600,37.200,1,0,NaN
Anatoma,37.200,0.781,2,0,NaN
Anatomites,232.000,221.500,15,0,NaN
Anatropites,232.000,221.500,6,2,0.7906
Anatrypa,418.700,382.400,23,7,0.0978
Anatsabites,272.500,265.000,3,0,NaN
Anaulocidaris,235.000,221.500,3,3,0.1989
Anavirgatites,161.200,150.800,1,0,NaN
Anawasatchites,251.300,247.200,2,0,NaN
Anaxenaspis,252.300,247.200,15,1,0.0238
Anazola,15.970,2.588,7,0,NaN
Anazyga,471.800,443.700,65,56,0.0893
Anchicrinus,318.100,314.600,1,0,NaN
Anchiopella,391.900,388.100,1,0,NaN
Anchiopsis,391.900,383.700,1,0,NaN
Anchorhynchia,298.900,252.300,27,4,0.1065
Anchura,171.600,61.700,80,38,0.0153
Ancilla,65.500,0.012,40,3,0.0440
Ancillotoechia,439.000,391.900,84,21,0.0519
Ancistrobasis,37.200,33.900,1,0,NaN
Ancistroceras,466.000,460.900,5,0,NaN
Ancistrocrania,93.500,11.608,3,0,NaN
Ancistrorhyncha,471.800,449.500,10,0,NaN
Ancyloceras,130.000,122.460,10,2,0.0574
Ancyrocrinus,388.100,383.700,2,0,NaN
Ancyropyge,391.900,383.700,2,0,NaN
Andalusiana,520.000,516.000,1,0,NaN
Andangularia,212.000,205.600,6,6,0.0282
Andemantastraea,180.100,145.500,17,2,0.0439
Andenipora,189.600,183.000,24,23,0.0224
Anderssonoceras,259.000,254.000,2,0,NaN
Andesites,161.200,145.500,1,0,NaN
Andiceras,161.200,145.500,1,0,NaN
Anditrigonia,150.800,145.500,3,0,NaN
Andrarina,520.000,513.000,1,0,NaN
Andrazella,235.000,215.560,3,0,NaN
Andrianovia,290.100,279.500,1,1,0.1667
Androgynoceras,189.600,183.000,2,0,NaN
Anebolithus,471.800,466.000,1,0,NaN
Anechocephalus,501.000,488.300,9,0,NaN
Anematina,360.700,259.000,16,8,0.2094
Anemetocrinus,339.400,326.400,10,0,NaN
Anemonaria,290.100,254.000,77,4,0.7579
Anetoceras,402.500,391.900,4,0,NaN
Anetshella,272.500,268.000,6,4,1.0000
Aneuthelasma,279.500,259.000,7,3,0.1461
Anfractophyllum,290.100,272.500,5,0,NaN
Angarella,466.000,449.500,3,0,NaN
Angaria,161.200,0.012,21,3,0.0020
Angelina,501.000,478.600,31,3,0.6016
Angioblastus,318.100,306.950,1,0,NaN
Angistoma,28.400,23.030,1,0,NaN
Anglonautilus,136.400,130.000,1,0,NaN
Anguinella,23.030,11.608,1,0,NaN
Anguispongia,212.000,205.600,7,0,NaN
Angulataphrus,196.500,189.600,1,0,NaN
Angulaticeras,196.500,189.600,10,0,NaN
Angulithes,99.600,93.500,1,1,0.0500
Angullongia,449.500,443.700,1,1,1.0000
Anguloceras,488.300,478.600,4,3,0.0220
Angulocrinus,164.700,150.800,3,2,0.0225
Angulospira,445.600,443.700,1,0,NaN
Angulotreta,513.000,488.300,5,2,0.5000
Angulus,28.400,0.012,7,1,0.0013
Angustothyris,247.200,232.000,35,25,0.0963
Angyomphalus,360.700,314.600,13,4,0.1368
Anhuiconus,516.000,505.000,13,0,NaN
Anhydrophilus,205.600,201.600,1,0,NaN
Aniabrochus,125.450,112.030,7,0,NaN
Anidanthus,298.900,252.300,48,5,0.0385
Anisactinella,247.200,221.500,14,8,0.0742
Anisobairdia,196.500,183.000,10,0,NaN
Anisocardia,196.500,89.300,87,55,0.0226
Anisoceras,99.600,85.800,21,10,0.0059
Anisocoenia,33.900,11.608,12,2,0.0828
Anisocrinus,428.200,422.900,1,0,NaN
Anisocyamus,471.800,457.500,2,0,NaN
Anisograptus,488.300,478.600,1,0,NaN
Anisomyon,89.300,61.700,9,0,NaN
Anisophlebia,150.800,145.500,1,1,0.0109
Anisophyllum,443.700,416.000,2,0,NaN
Anisopleurella,455.800,443.700,5,0,NaN
Anisopyge,290.100,259.000,35,10,0.0055
Anisotechnophorus,488.300,488.300,1,0,NaN
Anisothalamia,247.200,242.000,1,0,NaN
Anisotrypa,345.000,326.400,3,0,NaN
Ankhelasma,353.800,342.800,1,0,NaN
Ankinatsytes,89.300,85.800,1,0,NaN
Ankoura,501.000,488.300,9,1,0.0088
Ankyloceras,418.700,412.300,2,1,0.0625
Annachlamys,20.430,0.012,12,3,0.0066
Annaecoelia,212.000,201.600,22,0,NaN
Annamitella,478.600,463.500,5,0,NaN
Annectocyma,13.650,5.332,3,0,NaN
Annoceras,488.300,478.600,22,0,NaN
Annuliconcha,336.000,265.000,43,5,0.0017
Annulina,155.700,150.800,1,0,NaN
Annulispongia,318.100,314.600,1,0,NaN
Annulocyathella,520.000,513.000,6,0,NaN
Annulocyathus,520.000,513.000,3,0,NaN
Annulofungia,516.000,513.000,2,0,NaN
Annulospongia,468.100,460.900,1,0,NaN
Annuntidiogenes,105.300,93.500,1,0,NaN
Anodontia,61.700,0.121,33,6,0.0158
Anodontophora,268.000,201.600,5,2,0.0092
Anofia,70.600,65.500,4,0,NaN
Anolcites,247.200,235.000,5,1,0.1667
Anolotichia,460.900,449.500,8,0,NaN
Anomalesia,290.100,272.500,3,0,NaN
Anomalocardia,28.400,0.0067,19,0,NaN
Anomalocaris,530.000,513.000,1,0,NaN
Anomalocoelia,455.800,443.700,1,1,0.0037
Anomalocrinus,452.000,449.500,6,4,0.0325
Anomalocystites,416.000,412.300,2,0,NaN
Anomalodonta,449.500,445.600,3,0,NaN
Anomalofusus,83.500,65.500,14,11,0.0051
Anomalograptus,468.100,460.900,1,0,NaN
Anomaloria,279.500,259.000,18,10,0.0083
Anomalorthis,478.600,468.100,90,0,NaN
Anomalotoechus,412.300,383.700,10,0,NaN
Anomia,268.000,0.11,218,37,0.0311
Anomocare,505.000,504.000,1,0,NaN
Anomocarella,513.000,488.300,2,1,0.0641
Anomocora,37.200,33.900,1,0,NaN
Anomorphites,155.700,150.800,1,0,NaN
Anomoscyta,272.500,268.000,1,1,0.0526
Anomphalus,412.300,201.600,58,30,0.0176
Anoplia,412.300,409.100,1,0,NaN
Anopliopsis,360.700,353.800,2,0,NaN
Anoploceras,251.300,247.200,1,1,1.0000
Anoplotheca,412.300,388.100,11,0,NaN
Anopolenus,505.000,501.000,2,0,NaN
Anoptambonites,460.900,443.700,50,26,0.1551
Anoptera,449.500,443.700,1,0,NaN
Anoptychia,318.100,201.600,28,14,0.0122
Anoria,513.000,501.000,1,0,NaN
Anoriostoma,416.000,412.300,3,0,NaN
Anornithopora,65.500,61.700,2,2,0.0148
Anorthopygus,99.600,99.600,4,2,0.0300
Anostylostroma,428.200,360.700,56,2,0.0476
Anotoceras,252.300,251.300,10,2,0.0145
Anrangeroceras,478.600,471.800,3,2,0.0346
Ansehia,265.000,259.000,1,0,NaN
Antagmus,516.000,505.000,4,0,NaN
Antalis,345.300,5.332,10,2,0.0047
Antalythalamia,221.500,205.600,4,0,NaN
Antarcticocyathus,501.000,488.300,1,0,NaN
Anteglossia,70.600,65.500,1,1,0.0028
Anteridocus,295.000,259.000,48,1,0.0233
Antezeilleria,251.300,247.200,1,0,NaN
Anthaspidella,488.300,360.700,13,0,NaN
Anthemiphyllia,37.200,0.082,3,0,NaN
Antheria,303.400,295.000,5,0,NaN
Anthoceras,466.000,460.900,1,0,NaN
Antholites,388.100,383.700,2,0,NaN
Anthomorpha,520.000,513.000,31,0,NaN
Anthonya,130.000,65.500,7,5,0.0851
Anthostylis,221.500,201.600,11,3,0.0985
Anthracoceras,326.400,306.950,26,15,0.2739
Anthracoceratites,318.100,314.600,3,3,0.0106
Anthraconeilo,313.800,290.100,4,0,NaN
Anthracopupa,318.100,314.600,1,1,0.0019
Anthracospirifer,339.400,311.450,225,85,0.0904
Anthracosycon,279.500,272.500,3,0,NaN
Anticonulus,235.000,183.000,19,16,0.0129
Antigona,33.900,0.012,28,2,0.0150
Antiguastrea,155.700,11.608,105,2,0.0284
Antigyra,409.100,402.500,1,0,NaN
Antillia,37.200,2.588,16,0,NaN
Antillipecten,33.900,20.430,10,0,NaN
Antillocaprina,70.600,65.500,25,1,0.0096
Antillocyathus,23.030,2.588,5,1,0.0980
Antillophos,28.400,3.4,6,4,0.0971
Antillophyllia,48.600,0.012,7,0,NaN
Antillosarcolites,70.600,65.500,1,0,NaN
Antilloseris,48.600,40.400,8,0,NaN
Antimelatoma,23.030,15.970,1,0,NaN
Antiplectoceras,460.900,443.700,9,0,NaN
Antipleura,416.000,412.300,5,0,NaN
Antiptychina,196.500,136.400,27,15,0.0237
Antiquatheca,530.000,520.000,3,0,NaN
Antiquatonia,360.700,265.000,145,12,0.1407
Antiquicorbula,212.000,205.600,1,1,0.1833
Antiquicyprina,167.700,161.200,7,2,0.0298
Antiquilima,242.000,145.500,24,10,0.0141
Antirhynchonella,439.000,388.100,37,9,0.1124
Antirotella,391.900,376.100,8,0,NaN
Antitrochus,388.100,383.700,2,0,NaN
Antizyga,412.300,409.100,1,0,NaN
Antoniocoscinus,520.000,513.000,6,0,NaN
Antrimpos,242.000,232.000,2,0,NaN
Antronaria,318.100,268.000,85,7,0.0188
Antropora,70.600,5.332,20,0,NaN
Anuliconus,530.000,513.000,3,0,NaN
Anulifera,212.000,205.600,6,4,0.0601
Anulocrinus,455.800,449.500,5,0,NaN
Aorocrinus,416.000,353.800,7,5,0.0402
Aostipora,445.600,443.700,1,0,NaN
Aotagnostus,505.000,501.000,2,0,NaN
Apachella,318.100,254.000,159,122,0.0369
Apachia,501.000,488.300,1,0,NaN
Aparchitella,460.900,449.500,4,0,NaN
Aparchitellina,416.000,402.500,4,0,NaN
Aparchites,468.100,376.100,79,0,NaN
Aparimella,242.000,221.500,5,0,NaN
Apatecosia,164.700,161.200,6,0,NaN
Apatobolbina,443.700,428.200,1,0,NaN
Apatochilina,471.800,460.900,1,0,NaN
Apatokephaloides,498.500,478.600,10,0,NaN
Apatokephalops,488.300,478.600,9,3,0.6057
Apatokephalus,488.300,471.800,22,0,NaN
Apatolichas,471.800,468.100,4,0,NaN
Apatopygus,55.800,53.000,4,0,NaN
Apatorthis,463.500,455.800,7,0,NaN
Aperispirifer,272.500,252.300,12,1,0.3846
Apertirhynchella,232.000,221.500,4,1,0.0545
Aphaea,70.600,65.500,2,0,NaN
Aphanaia,268.000,265.000,1,0,NaN
Aphanoptyxis,167.700,130.000,4,3,0.0422
Aphantites,318.100,314.600,1,1,0.0030
Aphelaeceras,360.700,252.300,4,2,0.0019
Aphelakardia,360.700,342.800,5,0,NaN
Aphelaspis,501.000,488.300,8,2,0.7528
Aphelecrinus,360.700,326.400,7,1,0.0273
Aphelotoxon,501.000,488.300,8,0,NaN
Apheoorthis,542.000,471.800,27,0,NaN
Aphera,5.7,5.0,4,1,0.5000
Aphetoceras,488.300,471.800,12,5,0.3273
Aphrocallistes,89.300,61.700,9,2,0.0194
Aphrodina,99.600,61.700,81,12,0.0557
Aphroidophyllum,416.000,388.100,5,0,NaN
Aphrophylloides,345.300,326.400,1,0,NaN
Aphrophyllum,360.700,326.400,10,0,NaN
Aphrosalpinx,422.900,416.000,20,0,NaN
Aphyllum,445.600,383.700,34,0,NaN
Apianurus,468.100,452.000,28,9,0.0179
Apiaria,150.800,145.500,3,2,0.0120
Apiocrinites,171.600,150.800,9,0,NaN
Apiocrinus,247.200,136.400,10,4,0.0084
Apiotrigonia,99.600,65.500,10,0,NaN
Aplococeras,247.200,235.000,15,6,0.0167
Aplocoma,252.300,196.500,4,3,0.7937
Aplocyathus,28.400,23.030,2,0,NaN
Aplodon,15.970,0.119,5,0,NaN
Aplophyllia,161.200,55.800,4,0,NaN
Aplopsammia,99.600,93.500,1,0,NaN
Aplosmilia,161.200,140.200,46,9,0.0112
Aplousina,105.300,5.332,5,1,0.0082
Apocalymene,428.200,409.100,32,27,0.4511
Apocladophyllia,164.700,122.460,16,6,0.0224
Apodasmocrinus,488.300,443.700,1,0,NaN
Apoderoceras,189.600,183.000,15,0,NaN
Apodosia,145.500,140.200,1,1,1.0000
Apogonoceras,290.100,279.500,1,1,0.0022
Apographiocrinus,305.900,268.000,12,6,0.2247
Apolymetis,23.030,0.012,12,1,0.0065
Apoplacophyllia,112.030,99.600,1,0,NaN
Apoplanias,498.500,478.600,7,0,NaN
Apoptopegma,488.300,488.300,5,0,NaN
Aporoblattina,145.500,140.200,1,1,0.1000
Aporosocyathus,516.000,513.000,2,0,NaN
Aporrhais,205.600,20.430,68,18,0.0088
Aporthophyla,488.300,457.500,7,0,NaN
Apotocardium,313.800,311.450,2,0,NaN
Apousiella,383.700,376.100,4,3,0.0171
Apparatocycloides,382.400,379.500,1,0,NaN
Applinocrinus,83.500,65.500,16,2,0.0116
Appudiceras,105.300,99.600,2,0,NaN
Apricardia,99.600,65.500,30,0,NaN
Apringia,196.500,164.700,87,80,0.0470
Apsendesia,161.200,61.700,5,0,NaN
Apsidoceras,449.500,443.700,2,0,NaN
Apsotreta,501.000,488.300,1,0,NaN
Aptocyathella,516.000,513.000,5,0,NaN
Aptocyathus,516.000,513.000,18,0,NaN
Aptychopsis,428.200,421.300,6,0,NaN
Aptyxiella,196.500,83.500,10,3,0.0204
Apulites,83.500,65.500,2,0,NaN
Apycnodiscus,452.000,449.500,2,0,NaN
Aquitanastraea,28.400,13.650,11,0,NaN
Aquitanophyllia,23.030,11.608,5,0,NaN
Arabatia,167.700,161.200,68,5,0.0411
Arabellites,388.100,383.700,1,0,NaN
Arachnastraea,314.600,306.950,2,1,0.1818
Arachniophyllum,345.300,345.000,1,0,NaN
Arachnolasma,345.300,290.100,19,0,NaN
Arachnophyllum,439.000,421.300,24,0,NaN
Arachnostega,161.200,145.500,3,0,NaN
Araeonema,388.100,259.000,11,5,0.0171
Araeopoma,443.700,428.200,1,0,NaN
Araeopora,259.000,252.300,8,8,0.1645
Araiophyllum,235.000,171.600,3,1,0.1429
Araiopleura,478.600,466.000,1,0,NaN
Arakespongia,318.100,314.600,1,0,NaN
Araneosustroma,422.900,418.700,2,0,NaN
Arapahoia,513.000,488.300,8,1,0.5000
Arapsothyris,167.700,161.200,16,0,NaN
Araratella,376.100,360.700,5,0,NaN
Araripelibellula,145.500,140.200,1,1,1.0000
Araspirifer,426.200,412.300,3,0,NaN
Arastra,383.700,376.100,4,3,0.1902
Aratoechia,428.200,422.900,5,0,NaN
Araucanites,161.200,155.700,2,0,NaN
Araxathyris,268.000,251.300,115,23,0.0855
Araxilevis,265.000,254.000,10,2,0.5604
Araxoceras,259.000,252.300,21,0,NaN
Araxonautilus,268.000,265.000,1,0,NaN
Araxopora,290.100,252.300,35,2,0.1291
Arbacia,140.200,2.588,4,1,0.3333
Arbacina,15.970,5.332,2,0,NaN
Arborohindia,456.100,449.500,2,0,NaN
Arbuscula,268.000,265.000,1,0,NaN
Arca,268.000,0.007145,248,42,0.0114
Arcania,15.970,11.608,1,0,NaN
Arcavicula,251.300,189.600,4,3,0.0270
Arcelinithyris,171.600,167.700,2,0,NaN
Arceodomus,326.400,265.000,10,1,0.0937
Arcestes,254.000,201.600,34,8,0.0252
Archaeagnostus,516.000,513.000,1,1,0.0051
Archaefenestella,428.200,426.200,2,0,NaN
Archaeocalyptocrinus,436.000,418.700,5,0,NaN
Archaeocidaris,342.800,201.600,12,0,NaN
Archaeocothurnus,501.000,488.300,1,1,1.0000
Archaeocrinus,452.000,449.500,6,0,NaN
Archaeocyathellus,520.000,513.000,17,0,NaN
Archaeocyathus,516.000,513.000,62,0,NaN
Archaeocyphia,466.000,457.500,1,0,NaN
Archaeofenestella,436.000,422.900,2,0,NaN
Archaeofungia,520.000,513.000,19,0,NaN
Archaeolynthus,530.000,513.000,200,0,NaN
Archaeometra,164.700,161.200,1,0,NaN
Archaeoniscus,112.030,99.600,1,0,NaN
Archaeopharetra,520.000,513.000,31,0,NaN
Archaeophiomusium,301.200,272.500,7,4,0.5209
Archaeoradiolites,122.460,112.030,12,4,1.0000
Archaeorthis,488.300,449.500,21,0,NaN
Archaeoscyphia,488.300,426.200,104,8,0.1940
Archaeosmilia,221.500,183.000,8,6,0.0239
Archaeosmiliopsis,201.600,183.000,2,0,NaN
Archaeosphera,388.100,383.700,2,0,NaN
Archaeospira,530.000,520.000,3,3,0.0088
Archaeosycon,516.000,513.000,7,0,NaN
Archaeotetra,48.600,37.200,1,0,NaN
Archboldevia,279.500,272.500,1,0,NaN
Archboldina,295.000,290.100,1,1,1.0000
Archegetes,150.800,145.500,2,2,0.0684
Archegonus,360.700,326.400,16,0,NaN
Archeosmylus,183.000,182.000,2,2,0.0825
Archiacia,125.450,93.500,18,16,0.0260
Archicypraea,65.500,48.600,2,0,NaN
Archimedea,145.500,125.450,2,1,0.0064
Archimedes,336.000,268.000,71,18,0.0084
Archimediella,23.030,11.608,5,0,NaN
Archinacella,488.300,443.700,31,2,0.0113
Archipsyche,150.800,145.500,7,7,0.0134
Architectonica,164.700,0.12,78,12,0.0044
Archithemis,205.600,201.600,1,1,1.0000
Archoceras,379.500,376.100,4,0,NaN
Archohelia,109.000,33.900,7,3,0.0718
Archotaulius,150.800,145.500,2,2,0.0183
Arcibairdia,265.000,252.300,2,0,NaN
Arcifimbria,498.500,488.300,3,1,1.0000
Arcinella,23.030,0.781,8,0,NaN
Arcochiton,290.100,272.500,5,1,0.1875
Arcomya,251.300,65.500,18,9,0.0373
Arcomytilus,183.000,61.700,118,43,0.0378
Arcopagia,70.600,0.125,32,4,0.0058
Arcopaginula,5.332,0.012,1,1,0.0043
Arcoperna,161.200,11.608,10,2,0.0001
Arcopsis,70.600,0.007145,30,2,0.0028
Arcoscalpellum,83.500,28.400,3,0,NaN
Arctangia,93.500,89.300,1,0,NaN
Arcthoplites,112.030,109.000,1,0,NaN
Arctica,161.200,37.200,32,1,0.0005
Arcticalosia,290.100,268.000,4,4,0.3344
Arcticopora,259.000,205.600,21,6,1.0000
Arctinurus,443.700,422.900,32,0,NaN
Arctitreta,345.300,254.000,32,3,0.1957
Arctoasteroceras,196.500,189.600,1,0,NaN
Arctocephalites,167.700,164.700,3,0,NaN
Arctoceras,252.300,247.200,20,2,0.0275
Arctohedra,513.000,501.000,2,1,0.0159
Arctomeekoceras,251.300,247.200,2,0,NaN
Arctomercaticeras,182.000,175.600,2,0,NaN
Arctomeristina,436.000,428.200,2,0,NaN
Arctomphalus,409.100,391.900,2,0,NaN
Arctophyllites,235.000,221.500,12,12,0.6278
Arctophyllum,303.400,290.100,6,0,NaN
Arctoplax,426.200,422.900,1,1,0.0647
Arctoprionites,251.300,247.200,3,0,NaN
Arctosirenites,232.000,221.500,1,1,0.0556
Arctostrea,164.700,65.500,25,16,0.0133
Arctostroma,388.100,360.700,1,1,0.2500
Arctotis,145.500,140.200,1,0,NaN
Arctozone,409.100,402.500,1,1,0.0702
Arcuaria,254.000,252.300,1,0,NaN
Arcuatula,65.500,61.700,1,1,0.0001
Arcullina,290.100,272.500,3,1,0.2157
Arcuolimbus,501.000,488.300,2,1,0.1613
Ardmosteges,318.100,314.600,1,0,NaN
Ardrossacyathus,520.000,513.000,5,0,NaN
Ardrossania,516.000,513.000,1,0,NaN
Arduorhiza,272.500,254.000,6,1,0.1667
Arduspirifer,391.900,388.100,1,0,NaN
Aremellia,501.000,488.300,2,0,NaN
Arene,0.781,0.119,3,2,0.0022
Arenorbis,247.200,235.000,3,3,0.7601
Areopsammia,99.600,65.500,6,0,NaN
Areostrophia,421.300,402.500,9,0,NaN
Argalista,36.000,34.300,2,0,NaN
Argenticyprina,130.000,125.450,10,6,0.5911
Argentiniceras,145.500,140.200,6,5,0.1307
Argentiproductus,360.700,318.100,5,1,0.0055
Argilloecia,28.400,0.012,2,0,NaN
Arginella,37.200,33.900,2,0,NaN
Argobuccinum,33.900,0.012,4,0,NaN
Argopecten,23.030,0.121,40,10,0.2204
Argopora,443.700,428.200,9,0,NaN
Argosirenites,221.500,205.600,1,0,NaN
Argovithyris,161.200,155.700,11,0,NaN
Argutastrea,391.900,379.500,27,2,0.0110
Argyrotheca,85.800,0.126,50,2,0.0163
Arhoussia,196.500,189.600,1,0,NaN
Aricoceras,268.000,265.000,1,0,NaN
Aridophyllum,265.000,259.000,1,1,0.0909
Arieticeras,189.600,183.000,31,16,0.2501
Arionoceras,422.900,416.000,26,3,0.0997
Arionthia,272.500,259.000,17,1,0.0256
Arisacyathus,516.000,513.000,3,0,NaN
Aristerella,460.900,189.600,4,0,NaN
Aristoceras,295.000,290.100,1,0,NaN
Aristoceratoides,268.000,265.000,2,0,NaN
Aristocystites,457.500,443.700,1,0,NaN
Aristophyllum,383.700,376.100,2,0,NaN
Aristoptychites,242.000,235.000,2,0,NaN
Aristozoe,418.700,416.000,1,0,NaN
Arizonella,383.700,376.100,4,3,0.0869
Arjamannia,449.500,439.000,10,1,0.5909
Arkacrinus,318.100,314.600,5,0,NaN
Arkanites,318.100,314.600,4,0,NaN
Arkoceras,478.600,471.800,1,1,0.0909
Arkonoceras,422.900,416.000,3,0,NaN
Armalites,391.900,388.100,1,0,NaN
Armatites,376.100,360.700,1,0,NaN
Armenoceras,488.300,422.900,54,3,0.9480
Armenocrinus,336.000,326.400,18,18,0.0054
Arnioceras,196.500,189.600,19,10,0.0358
Aromasithyris,164.700,155.700,10,0,NaN
Aroonacyathus,520.000,516.000,1,0,NaN
Arpadites,232.000,221.500,3,0,NaN
Arqoviella,268.000,252.300,12,0,NaN
Arrectocrinus,279.500,272.500,2,0,NaN
Arribazona,295.000,290.100,3,3,0.3550
Arrowipora,516.000,513.000,1,0,NaN
Arroyocrinus,290.100,265.000,6,5,0.0453
Arrythmocricus,516.000,513.000,8,0,NaN
Artena,23.030,20.430,15,0,NaN
Arthracantha,416.000,360.700,1,0,NaN
Arthraster,167.700,83.500,10,0,NaN
Arthricocephalus,516.000,513.000,2,0,NaN
Arthroacantha,409.100,383.700,4,0,NaN
Arthrochites,542.000,530.000,3,0,NaN
Arthroclema,471.800,443.700,8,0,NaN
Arthrophyllum,416.000,391.900,2,2,0.1086
Arthropoma,449.500,0.007145,5,1,0.0432
Arthrorhachis,455.800,452.000,3,0,NaN
Arthrotrypa,449.500,443.700,1,0,NaN
Articheilus,290.100,279.500,1,1,0.0044
Artigesia,70.600,65.500,3,0,NaN
Artinskia,298.900,279.500,20,12,0.0118
Artioceras,290.100,279.500,4,4,0.0041
Artioceratoides,290.100,279.500,2,0,NaN
Arturocyathus,530.000,516.000,9,1,0.4444
Aruntacyathus,520.000,513.000,3,0,NaN
Arzonella,196.500,189.600,1,0,NaN
Asamiella,265.000,259.000,3,2,0.0075
Asaphellina,478.600,466.000,1,0,NaN
Asaphellus,488.300,460.900,75,3,0.1184
Asaphis,0.781,0.000,6,0,NaN
Asaphiscus,513.000,488.300,6,0,NaN
Asaphocrinus,428.200,422.900,1,0,NaN
Asaphopsis,488.300,466.000,7,0,NaN
Asaphopsoides,488.300,478.600,1,1,0.1111
Asaphus,478.600,455.800,28,1,0.2500
Asarcophyllum,409.100,402.500,4,0,NaN
Ascanigypa,436.000,426.200,2,0,NaN
Ascaulocardium,70.600,65.500,5,0,NaN
Ascensovoluta,93.500,89.300,1,0,NaN
Ascetopeltis,455.800,443.700,6,0,NaN
Asciocythere,140.200,109.000,5,0,NaN
Ascoceras,428.200,418.700,21,0,NaN
Ascodictyon,388.100,383.700,1,0,NaN
Ascograptus,418.700,416.000,2,0,NaN
Ascopora,336.000,259.000,53,1,0.0667
Aseptalium,412.300,409.100,1,0,NaN
Aseptirhynchia,409.100,402.500,3,3,0.0368
Asgardaspira,471.800,445.600,10,1,1.0000
Asiatella,520.000,516.000,1,0,NaN
Asijatheca,520.000,516.000,10,0,NaN
Asinomphalus,416.000,383.700,8,3,0.0096
Asiphothalamia,221.500,215.560,1,0,NaN
Askepasma,520.000,513.000,5,0,NaN
Asketochiton,298.900,252.300,1,1,1.0000
Asoella,247.200,215.560,7,0,NaN
Aspenites,251.300,247.200,20,2,0.1118
Asperarca,2.588,0.012,1,0,NaN
Asperconella,516.000,513.000,1,1,0.0202
Asperlinus,272.500,254.000,10,4,0.0173
Asperocrinus,412.300,383.700,2,0,NaN
Asperophyllum,428.200,422.900,2,0,NaN
Asperopora,436.000,422.900,2,0,NaN
Asphinctites,167.700,164.700,1,0,NaN
Aspidagnostus,501.000,488.300,1,0,NaN
Aspidaster,89.300,65.500,4,1,0.0013
Aspidastraea,70.600,65.500,5,1,0.1364
Aspidella,580.000,530.000,1,0,NaN
Aspidoceras,460.900,140.200,78,12,0.0652
Aspidocrinus,416.000,412.300,2,0,NaN
Aspidogaster,242.000,235.000,1,0,NaN
Aspidograptus,416.000,412.300,2,0,NaN
Aspidopholas,28.400,11.608,2,0,NaN
Aspidopora,471.800,449.500,11,10,0.0418
Aspiduriella,252.300,201.600,14,12,0.3320
Asserculinia,298.900,252.300,14,0,NaN
Assiminia,28.400,0.012,2,0,NaN
Assimulia,303.400,272.500,41,41,0.0233
Astandes,212.000,205.600,1,1,0.0005
Astarte,418.700,0.000,238,46,0.0178
Astartella,326.400,247.200,91,31,0.0272
Astartellopsis,247.200,242.000,2,2,0.0573
Astartemya,125.450,65.500,11,2,0.0766
Astartila,290.100,279.500,1,0,NaN
Astartoides,125.450,99.600,2,0,NaN
Astartopsis,252.300,251.300,1,1,0.0400
Astegosia,298.900,259.000,20,2,0.0135
Astele,70.600,33.900,3,2,0.0068
Asteriaceros,167.700,164.700,1,0,NaN
Asterias,189.600,183.000,1,0,NaN
Asteriospongia,471.800,457.500,1,1,1.0000
Asteroceras,196.500,189.600,3,1,0.0263
Asterocyathus,520.000,513.000,8,0,NaN
Asterohelix,196.500,189.600,1,0,NaN
Asteronyx,83.500,65.500,3,0,NaN
Asteropyge,412.300,388.100,4,0,NaN
