genus,"base of range (Ma)","top of range (Ma)",collections,"with abundances","geometric mean abundance"
Andrarina,513.000,501.000,1,0,NaN
Andreaea,109.000,105.300,1,0,NaN
Andrianovia,295.000,279.500,3,0,NaN
Androgynoceras,189.600,183.000,2,0,NaN
Andyrossia,130.000,125.450,1,1,0.1111
Anebolithus,471.800,460.900,3,0,NaN
Anebos,304.800,303.400,1,1,0.5000
Anechocephalus,501.000,488.300,2,0,NaN
Anechocrinus,290.100,279.500,1,0,NaN
Anegertus,311.450,306.950,1,1,0.0182
Aneisohealdia,242.000,235.000,1,0,NaN
Anematina,360.700,303.400,5,1,0.0049
Anemonaria,295.000,254.000,24,1,0.4778
Anepismus,205.600,201.600,1,0,NaN
Anepitedius,311.450,306.950,1,1,0.0182
Anetoceras,409.100,391.900,7,0,NaN
Aneurystoma,61.700,11.608,3,2,0.0001
Anfuceras,259.000,254.000,1,0,NaN
Angaria,150.800,0.012,41,31,0.0180
Angarosphex,136.400,125.450,4,4,0.2074
Angeisonoceras,412.300,409.100,1,1,0.0385
Angelina,501.000,478.600,52,15,0.0556
Angelinoceras,463.500,460.900,1,0,NaN
Angistoma,33.900,23.030,2,1,0.0009
Anglagnostus,488.300,466.000,4,1,0.5000
Angloaeschnidium,136.400,130.000,1,1,0.1250
Anglogryllus,136.400,130.000,2,0,NaN
Anglopetalura,145.500,140.200,1,1,0.0135
Anguinella,5.332,3.600,1,0,NaN
Angulataphrus,201.600,196.500,1,0,NaN
Angulaticeras,201.600,189.600,6,1,1.0000
Angulithes,55.800,48.600,1,0,NaN
Angulotreta,501.000,488.300,1,0,NaN
Angulus,61.700,0.000,196,56,0.0019
Angustothyris,247.200,242.000,8,8,0.0309
Angyomphalus,388.100,196.500,26,12,0.0255
Anhydrophilus,205.600,201.600,2,2,0.3892
Aniabrochus,125.450,112.030,7,0,NaN
Anidanthus,298.900,252.300,230,47,0.1572
Anisinodus,247.200,242.000,1,1,0.0057
Anisocardia,196.500,112.030,42,32,0.0177
Anisoceras,109.000,85.800,41,26,0.0319
Anisocoenia,15.970,5.332,2,0,NaN
Anisocycla,55.800,2.588,2,0,NaN
Anisodonta,55.800,0.012,12,2,0.0003
Anisograptus,488.300,478.600,3,0,NaN
Anisomyon,140.200,65.500,40,10,0.0036
Anisopleurella,466.000,439.000,72,56,0.0471
Anisotechnophorus,488.300,478.600,2,0,NaN
Anisotrypa,336.000,318.100,1,0,NaN
Anisotrypella,272.500,268.000,3,1,0.0476
Anisozygopteron,201.600,182.000,2,2,0.0080
Ankoura,513.000,501.000,3,0,NaN
Annachlamys,3.600,2.588,3,3,0.0181
Annamitella,478.600,466.000,4,0,NaN
Annbactroceras,488.300,478.600,3,3,0.0761
Annectocyma,5.332,3.600,1,0,NaN
Anniedarwinia,318.100,306.950,1,1,0.3333
Anningella,189.600,183.000,15,15,0.0016
Annuliconcha,272.500,265.000,6,1,0.2500
Anobasicrinus,305.900,303.400,1,0,NaN
Anodonta,48.600,0.781,9,0,NaN
Anodontia,55.800,0.000,110,57,0.0056
Anodontophora,252.300,201.600,17,0,NaN
Anodontopsis,436.000,418.700,7,0,NaN
Anolcites,242.000,235.000,12,1,0.0385
Anomalocardia,11.608,0.000,42,23,0.0155
Anomalocaris,520.000,505.000,13,3,0.0024
Anomalocystites,466.000,443.700,2,0,NaN
Anomalodonta,449.500,443.700,2,2,0.0175
Anomalofusus,85.800,61.700,42,33,0.0054
Anomalorthis,471.800,457.500,1,0,NaN
Anomalotoechus,388.100,383.700,3,0,NaN
Anomerus,183.000,182.000,1,1,0.0027
Anomia,265.000,0.00427,869,427,0.0222
Anomocare,513.000,501.000,1,0,NaN
Anomocarella,513.000,501.000,1,0,NaN
Anomoscyta,272.500,268.000,1,1,0.0127
Anomothemis,183.000,182.000,1,1,0.0027
Anomphalus,326.400,252.300,12,2,0.0050
Anopaea,150.800,99.600,11,8,0.2029
Anoplia,416.000,391.900,11,0,NaN
Anopliopsis,345.300,342.800,8,8,0.5504
Anoploceras,251.300,247.200,3,1,1.0000
Anoplotheca,443.700,388.100,8,0,NaN
Anoptambonites,460.900,445.600,13,4,0.0556
Anoptychia,235.000,232.000,3,0,NaN
Anoria,513.000,488.300,2,1,0.2206
Anorthopygus,99.600,93.500,1,1,0.1931
Anosmus,183.000,182.000,1,1,0.0027
Ansates,5.332,2.588,4,4,0.0041
Anshunopecten,254.000,252.300,2,0,NaN
Antalis,313.800,2.588,81,44,0.0064
Antarctica,171.600,161.200,3,0,NaN
Antarctiranella,65.500,61.700,1,1,0.0588
Antarctodarwinella,65.500,15.970,7,2,0.0282
Antarctohoges,55.800,33.900,10,0,NaN
Anteglossia,70.600,65.500,4,3,0.0005
Antelocoelia,409.100,388.100,5,0,NaN
Anteridocus,295.000,290.100,1,1,0.0233
Antheria,306.950,298.900,3,0,NaN
Anthoceras,478.600,466.000,1,0,NaN
Anthodiscoceras,259.000,254.000,1,0,NaN
Antholites,388.100,383.700,3,0,NaN
Anthonya,122.460,83.500,35,5,0.1232
Anthracoceras,360.700,314.600,28,2,1.0000
Anthracoceratites,318.100,314.600,10,0,NaN
Anthraconauta,339.400,318.100,2,0,NaN
Anthraconeilo,326.400,290.100,24,1,0.0060
Anthracospirifer,339.400,303.400,29,11,0.1108
Anthracosycon,279.500,272.500,1,0,NaN
Anthracothremma,311.450,306.950,1,1,0.0339
Anthrakoris,311.450,306.950,1,1,0.0526
Antibythocypris,85.800,83.500,3,0,NaN
Anticlimax,65.500,0.012,11,7,0.0013
Anticonulus,235.000,232.000,1,0,NaN
Antigona,37.200,0.012,64,3,0.0068
Antigonambonites,478.600,463.500,9,9,0.0064
Antiguastrea,70.600,18.2,8,3,0.0466
Antihomocrinus,422.900,412.300,5,0,NaN
Antillia,37.200,0.012,3,0,NaN
Antillipecten,33.900,0.126,9,5,0.0041
Antillocaprina,70.600,65.500,5,5,0.0043
Antillocyathus,23.030,2.9,17,0,NaN
Antillophos,55.800,0.012,169,80,0.0154
Antillophyllia,37.200,18.2,6,0,NaN
Antimelatoma,23.030,15.970,2,0,NaN
Antiplectoceras,460.900,449.500,1,0,NaN
Antiquanabittacus,136.400,130.000,1,1,0.0370
Antiquaster,388.100,383.700,1,0,NaN
Antiquatonia,360.700,259.000,30,4,0.0322
Antiquicyprina,167.700,161.200,5,1,0.0108
Antiquilima,205.600,112.030,30,17,0.5591
Antirhynchonella,443.700,422.900,1,0,NaN
Antirotella,383.700,376.100,1,0,NaN
Antisolarium,40.400,33.900,2,0,NaN
Antispira,460.900,455.800,1,0,NaN
Antizygospira,449.500,443.700,1,1,0.0054
Antropora,65.500,0.012,20,10,0.0015
Anulifera,221.500,205.600,1,0,NaN
Anulipecten,412.300,409.100,2,0,NaN
Anx,457.500,445.600,5,0,NaN
Anypostatus,183.000,182.000,1,1,0.0027
Aocaspis,488.300,466.000,2,0,NaN
Aorocrinus,388.100,345.300,7,4,0.0841
Aoteadrillia,19.000,15.900,1,0,NaN
Apachella,313.800,252.300,7,0,NaN
Aparchites,460.900,388.100,25,1,0.0103
Aparimarhynchia,247.200,242.000,4,0,NaN
Aparimella,242.000,221.500,6,0,NaN
Apatobolus,478.600,466.000,1,0,NaN
Apatochilina,471.800,460.900,1,0,NaN
Apatocythere,136.400,130.000,1,0,NaN
Apatokephalops,488.300,478.600,2,0,NaN
Apatokephalus,488.300,466.000,35,0,NaN
Apatolichas,466.000,460.900,1,0,NaN
Apatopygus,55.800,53.000,2,0,NaN
Apatorthis,463.500,455.800,6,0,NaN
Apeirophlebia,183.000,182.000,1,1,0.0027
Aperispirifer,295.000,252.300,49,42,0.1280
Aphanaia,295.000,254.000,27,6,0.0580
Aphanitoma,28.400,11.608,4,4,0.0003
Aphanoptyxis,136.400,89.300,3,0,NaN
Aphelaeceras,295.000,290.100,1,0,NaN
Aphelakardia,345.300,342.800,3,3,0.0181
Aphelaspis,501.000,488.300,13,1,0.9625
Aphelecrinus,336.000,326.400,1,0,NaN
Aphelesia,5.332,3.600,1,1,0.2963
Aphelocythere,180.100,171.600,40,0,NaN
Aphelotoxon,501.000,488.300,2,0,NaN
Apheoorthina,488.300,478.600,1,0,NaN
Apheoorthis,542.000,478.600,7,0,NaN
Aphera,23.030,2.9,42,13,0.0017
Aphlebocoris,183.000,182.000,2,2,0.0027
Aphodiites,201.600,196.500,1,1,0.0238
Aphrocallistes,109.000,28.400,5,0,NaN
Aphrodina,140.200,61.700,174,131,0.0267
Aphyllum,426.200,421.300,3,0,NaN
Apicasia,183.000,182.000,1,1,0.3333
Apiocrinus,161.200,136.400,3,2,0.0114
Apiocypraea,33.900,2.588,7,5,0.0011
Apioderes,183.000,182.000,1,1,0.0054
Apiograptus,468.900,466.000,1,0,NaN
Apiotoma,48.600,23.030,8,2,0.0269
Apiotrigonia,112.030,70.600,35,0,NaN
Apithanus,311.450,306.950,1,1,0.0182
Apixystus,15.970,11.608,1,0,NaN
Aplocoma,247.200,171.600,7,2,0.9285
Aplocyathus,34.300,3.600,4,0,NaN
Aplodon,15.970,11.608,1,0,NaN
Aplopsammia,99.600,93.500,1,0,NaN
Apocalymene,428.200,418.700,3,0,NaN
Apocladophyllia,125.450,122.460,2,0,NaN
Apocritites,145.500,140.200,1,1,0.0135
Apodasmocrinus,460.900,449.500,1,0,NaN
Apoderoceras,189.600,183.000,1,0,NaN
Apographiocrinus,305.900,290.100,10,8,0.1579
Apollon,23.030,15.970,1,0,NaN
Apollonorthis,466.000,457.500,7,0,NaN
Apolymetis,28.400,0.012,15,2,0.0013
Apomatella,471.800,468.100,1,1,0.0240
Apoplanias,488.300,478.600,1,0,NaN
Apopnus,183.000,182.000,1,1,0.0027
Aporolepas,37.200,33.900,3,3,0.0324
Aporrhais,155.700,0.000,123,63,0.0038
Aporthophyla,488.300,449.500,3,0,NaN
Apotocardium,339.400,306.950,3,1,0.0087
Apousiella,383.700,345.300,2,0,NaN
Applinocrinus,70.600,65.500,1,0,NaN
Apsicoria,183.000,182.000,1,1,0.0027
Apsotreta,478.600,466.000,2,1,0.1000
Apsychus,183.000,182.000,1,1,0.0027
Aptilechinus,443.700,428.200,1,0,NaN
Aptolinter,112.030,109.000,1,0,NaN
Aptychopsis,436.000,428.200,1,0,NaN
Aptyxiella,122.460,109.000,8,0,NaN
Aptyxis,33.900,0.781,4,1,0.0006
Apurocrinus,416.000,391.900,1,0,NaN
Apycnodiscus,452.000,449.500,1,0,NaN
Aquilofusus,33.900,7.246,15,7,0.0018
Arabatia,164.700,161.200,7,0,NaN
Arabellites,421.300,418.700,4,0,NaN
Arachnopusia,58.700,48.600,1,0,NaN
Araeonema,313.800,254.000,4,2,0.0021
Araiocaris,478.600,466.000,1,0,NaN
Araiopleura,488.300,468.100,5,0,NaN
Arapahoia,513.000,501.000,4,4,0.0792
Arapsothyris,164.700,161.200,1,0,NaN
Araratella,376.100,360.700,6,0,NaN
Araripegryllus,136.400,130.000,1,0,NaN
Araripelibellula,145.500,140.200,2,2,0.0671
Aratanea,443.700,428.200,2,2,1.0000
Araucanastrea,171.600,168.400,2,2,0.1636
Araucanites,164.700,155.700,5,0,NaN
Araxathyris,265.000,251.300,25,0,NaN
Araxilevis,259.000,254.000,2,0,NaN
Araxoceras,259.000,254.000,10,0,NaN
Arbacia,5.332,0.781,4,0,NaN
Arbacina,28.400,15.970,2,0,NaN
Arca,201.600,0.000,342,93,0.0072
Arcadiaspis,501.000,488.300,1,0,NaN
Arcavicula,247.200,242.000,10,10,0.0057
Arcestes,259.000,205.600,3,1,0.0325
Archaeocidaris,383.700,268.000,15,2,0.3073
Archaeoconularia,466.000,455.800,8,0,NaN
Archaeocrinus,452.000,449.500,6,0,NaN
Archaeocyathus,513.000,505.000,1,0,NaN
Archaeogeryon,23.030,15.970,1,0,NaN
Archaeoisocrinus,279.500,272.500,1,0,NaN
Archaeolafoea,460.900,456.100,1,0,NaN
Archaeolepas,145.500,136.400,1,0,NaN
Archaeologus,311.450,306.950,1,1,0.0169
Archaeomartus,409.100,402.500,1,0,NaN
Archaeometa,409.100,402.500,1,0,NaN
Archaeometra,164.700,161.200,1,0,NaN
Archaeophiomusium,295.000,272.500,2,1,1.0000
Archaeopus,99.600,65.500,1,0,NaN
Archaeorthis,478.600,449.500,12,0,NaN
Archaeotetra,48.600,37.200,1,0,NaN
Archboldiceras,290.100,279.500,4,0,NaN
Archboldina,295.000,290.100,3,3,0.2877
Archegocimex,183.000,182.000,3,3,0.0027
Archegocystis,466.000,466.000,1,0,NaN
Archegonaster,466.000,466.000,1,0,NaN
Archegonus,388.100,345.000,22,9,0.5580
Archelcana,196.500,189.600,1,1,0.6471
Archeolimulus,466.000,466.000,1,0,NaN
Archeosmylus,254.000,201.600,2,2,0.2500
Archiacia,99.600,93.500,5,5,0.0315
Archibio,183.000,182.000,1,1,0.0027
Archicercopis,183.000,182.000,1,1,0.0027
Archiconiopteryx,183.000,182.000,1,1,0.0027
Archierato,33.900,28.400,1,0,NaN
Archijassus,201.600,182.000,8,7,0.0037
Archilimonia,247.200,242.000,1,1,0.0286
Archimedea,122.460,112.030,2,0,NaN
Archimedes,345.300,318.100,20,6,0.0160
Archimediella,85.800,0.781,18,6,0.0190
Archinacella,501.000,449.500,23,0,NaN
Archinacellina,455.800,445.600,1,1,0.0013
Archipsylla,183.000,182.000,1,1,0.0027
Archiptilia,183.000,182.000,1,1,0.0027
Archiretiolites,443.700,428.200,1,0,NaN
Archirhyphus,183.000,182.000,1,1,0.0027
Archisialis,272.500,268.000,1,1,0.0185
Archisphex,136.400,125.450,4,4,0.1217
Architectonica,83.500,0.000,513,226,0.0031
Archithemis,183.000,182.000,1,1,0.0027
Architipula,183.000,130.000,25,25,0.0042
Archoceras,379.500,376.100,1,0,NaN
Archohelia,93.500,28.400,20,2,0.0281
Arcifimbria,501.000,488.300,1,1,1.0000
Arcinella,19.5,0.000,91,43,0.0063
Arcochiton,313.800,306.950,1,0,NaN
Arcomya,164.700,145.500,6,4,0.0239
Arcomytilus,183.000,28.400,33,18,0.0178
Arcopagella,112.030,99.600,2,2,0.0959
Arcopagia,93.500,0.781,113,56,0.0031
Arcopaginula,11.608,0.000,6,1,0.0043
Arcoperna,61.700,2.588,16,4,0.0002
Arcopsis,61.700,0.012,81,31,0.0042
Arcoscalpellum,65.500,28.400,4,2,0.1067
Arcthoplites,112.030,105.300,23,2,1.0000
Arctica,167.700,0.012,142,35,0.0323
Arcticalosia,290.100,268.000,4,3,0.5503
Arcticlam,65.500,61.700,1,0,NaN
Arcticoceras,167.700,161.200,4,0,NaN
Arcticopora,252.300,205.600,10,2,1.0000
Arctinurus,443.700,426.200,12,0,NaN
Arctitreta,298.900,252.300,58,23,0.0440
Arctoarpadites,232.000,221.500,1,1,1.0000
Arctoasteroceras,196.500,189.600,5,0,NaN
Arctocephalites,167.700,164.700,53,1,0.1250
Arctoceras,252.300,242.000,39,3,0.4435
Arctochonetes,290.100,268.000,18,0,NaN
Arctocoleus,272.500,268.000,2,2,0.0153
Arctogymnites,247.200,242.000,1,0,NaN
Arctohungarites,247.200,242.000,14,4,0.5946
Arctomeekoceras,251.300,247.200,15,1,1.0000
Arctomelon,40.400,33.900,1,0,NaN
Arctomytiloides,196.500,183.000,2,2,1.0000
Arctophyllites,235.000,221.500,12,12,0.6278
Arctoprionites,251.300,247.200,8,0,NaN
Arctoptychites,242.000,235.000,7,3,0.8536
Arctosirenites,232.000,221.500,6,2,0.2357
Arctostrea,164.700,65.500,16,13,0.0070
Arctotis,189.600,140.200,5,3,0.0643
Arctotropites,232.000,221.500,1,0,NaN
Arctotypus,279.500,268.000,5,5,0.0102
Arcuaminetes,388.100,383.700,4,0,NaN
Arcuatula,40.400,33.900,5,0,NaN
Arcullaea,125.450,112.030,2,2,0.0020
Arcullina,259.000,254.000,1,0,NaN
Arcuolenellus,516.000,513.000,1,0,NaN
Arduspirifer,412.300,388.100,8,0,NaN
Areia,466.000,445.600,3,0,NaN
Areiaspis,466.000,460.900,1,0,NaN
Arene,48.600,1.6,19,9,0.0076
Arenigomya,478.600,471.800,1,0,NaN
Arenorbis,247.200,242.000,1,0,NaN
Arenorthis,449.500,443.700,1,0,NaN
Areostrophia,409.100,391.900,4,1,0.0023
Argalista,19.000,15.900,3,0,NaN
Argentinaster,416.000,391.900,1,0,NaN
Argentinocicada,235.000,221.500,2,2,0.1286
Argentinosyne,235.000,221.500,1,1,0.0909
Argilloecia,83.500,1.9,31,1,0.2118
Arginella,40.400,33.900,7,0,NaN
Arginopsis,40.400,33.900,2,0,NaN
Argobuccinum,65.500,0.012,38,9,0.0036
Argonauta,13.650,11.608,1,0,NaN
Argonauticeras,130.000,89.300,2,0,NaN
Argopecten,33.900,0.00427,272,115,0.0268
Argyropeza,11.608,0.781,3,0,NaN
Argyrotheca,40.400,11.608,7,2,0.3352
Aridophyllum,259.000,254.000,1,0,NaN
Arieticeras,185.700,182.000,56,1,0.0714
Arietoceltites,232.000,221.500,2,0,NaN
Arionoceras,421.300,412.300,3,1,0.6944
Arionthia,290.100,279.500,1,0,NaN
Arisaigia,449.500,412.300,5,0,NaN
Aristerella,460.900,449.500,4,0,NaN
Aristoceras,303.400,295.000,14,0,NaN
Aristocystites,466.000,455.800,11,0,NaN
Aristoptychites,242.000,235.000,3,1,0.9346
Arjamannia,455.800,428.200,6,1,0.5909
Arkacrinus,326.400,314.600,2,0,NaN
Arkanites,318.100,314.600,1,0,NaN
Armathyraster,305.900,303.400,1,1,1.0000
Armatobalanus,15.970,11.608,1,0,NaN
Armenoceras,463.500,443.700,3,0,NaN
Armimiltha,11.608,5.332,1,0,NaN
Arnautoceltites,251.300,247.200,4,0,NaN
Arnioceras,205.600,189.600,24,0,NaN
Arossia,15.970,5.332,12,0,NaN
Arqoviella,254.000,252.300,2,0,NaN
Arrectocrinus,303.400,302.200,1,0,NaN
Arribazona,313.800,305.900,1,0,NaN
Arrythmocricus,516.000,513.000,1,0,NaN
Artemis,3.600,2.588,7,0,NaN
Artena,48.600,37.200,1,0,NaN
Arthraster,93.500,89.300,1,0,NaN
Arthricocephalus,516.000,513.000,1,0,NaN
Arthroacantha,409.100,383.700,5,1,0.3333
Arthroclema,449.500,443.700,1,0,NaN
Arthrophyllum,412.300,391.900,4,4,0.1352
Arthropleura,314.600,311.450,1,0,NaN
Arthrorhachis,460.900,443.700,5,0,NaN
Arthrostylus,460.900,449.500,1,1,0.0103
Arthrotrypa,449.500,443.700,1,0,NaN
Artinska,279.500,268.000,4,4,0.0227
Artinskia,303.400,279.500,19,7,0.0355
Artioceras,290.100,279.500,1,0,NaN
Asaphellina,478.600,466.000,4,0,NaN
Asaphellus,494.000,457.500,105,17,0.1765
Asaphis,13.650,2.588,4,2,0.0009
Asaphiscus,513.000,501.000,7,1,0.0019
Asaphocrinus,428.200,422.900,3,0,NaN
Asaphopsis,488.300,460.900,13,0,NaN
Asaphopsoides,488.300,466.000,2,1,0.5000
Asaphus,478.600,443.700,13,0,NaN
Ascaulocardium,83.500,70.600,5,0,NaN
Ascetopeltis,455.800,445.600,1,0,NaN
Asciocythere,155.700,140.200,2,0,NaN
Ascocystites,460.900,455.800,1,0,NaN
Ascodictyon,388.100,342.800,3,0,NaN
Asconema,33.900,28.400,1,0,NaN
Ascopora,345.300,290.100,6,0,NaN
Asemoblatta,311.450,306.950,2,1,0.0169
Aseptalium,416.000,409.100,2,0,NaN
Aseptonetes,409.100,388.100,2,0,NaN
Aseripterella,318.100,314.600,1,1,0.0122
Asiachorista,290.100,279.500,1,1,0.1250
Asiuropa,279.500,272.500,1,1,0.0182
Asketochiton,298.900,252.300,1,1,1.0000
Asklepioceras,242.000,232.000,11,2,0.0639
Asoella,247.200,183.000,15,0,NaN
Aspella,23.030,0.012,10,2,0.0003
Aspenites,251.300,247.200,14,0,NaN
Asperconella,516.000,513.000,1,0,NaN
Asperdaphne,11.608,5.332,1,0,NaN
Asperlinus,259.000,254.000,3,1,0.0769
Asperopora,445.600,443.700,1,0,NaN
Aspidaeglina,478.600,466.000,1,0,NaN
Aspidagnostus,504.000,488.300,5,2,0.0323
Aspidella,520.000,516.000,2,2,1.0000
Aspidites,251.300,247.200,2,1,0.5000
Aspidoceras,164.700,145.500,7,1,0.6667
Aspidograptus,488.300,478.600,2,0,NaN
Aspidohymen,272.500,268.000,1,1,0.0094
Aspidopholas,48.600,33.900,1,1,0.0745
Aspidopora,452.000,449.500,2,0,NaN
Aspidostoma,58.700,48.600,2,0,NaN
Aspidotheca,412.300,409.100,2,0,NaN
Aspiduriella,247.200,221.500,3,1,1.0000
Assiminia,2.588,0.781,4,0,NaN
Assimulia,306.950,303.400,1,0,NaN
Astandes,167.700,65.500,15,13,0.0144
Astarte,460.900,0.000,955,289,0.0206
Astartella,326.400,252.300,113,14,0.0641
Astartellopsis,247.200,242.000,2,2,0.0573
Astartemya,122.460,65.500,12,11,0.0320
Astartila,298.900,252.300,47,4,0.0382
Astartoides,125.450,99.600,2,0,NaN
Astegosia,265.000,259.000,1,0,NaN
Astele,23.030,2.588,3,0,NaN
Asteracmea,23.030,20.430,1,1,0.0017
Asterias,189.600,0.012,4,1,0.1667
Asteroceras,205.600,189.600,11,0,NaN
Asteropyge,402.500,391.900,1,0,NaN
Asterosmilia,65.500,1.8,20,0,NaN
Asthenognathus,33.900,23.030,1,0,NaN
Asthenohymen,279.500,272.500,2,2,0.0674
Asthenospongia,460.900,455.800,1,0,NaN
Asthenotoma,48.600,2.588,91,51,0.0045
Astiericeras,105.300,99.600,1,1,0.0500
Astraborthis,488.300,466.000,3,2,0.3035
Astraea,61.700,0.122,54,12,0.0036
Astraeomorpha,242.000,235.000,1,0,NaN
Astraeospongium,388.100,383.700,2,0,NaN
Astralium,37.200,0.012,25,8,0.0023
Astrangia,99.600,0.085,20,1,0.0291
Astraraea,171.600,168.400,1,1,0.1034
Astreopora,83.500,5.332,9,1,0.0183
Astreptoceras,83.500,70.600,1,0,NaN
Astreptodictya,460.900,449.500,4,0,NaN
Astrhelia,37.200,0.012,3,1,0.0046
Astriclypeus,28.400,2.588,5,0,NaN
Astrobolia,93.500,89.300,2,0,NaN
Astrocladia,93.500,89.300,2,0,NaN
Astrocoenia,221.500,2.588,27,3,0.0300
Astrocystites,449.500,443.700,1,0,NaN
Astrodapsis,13.650,3.600,6,0,NaN
Astropecten,145.500,2.588,11,2,0.9258
Astroproetus,449.500,428.200,3,0,NaN
Asturicystis,513.000,505.000,3,0,NaN
Astycoryphe,412.300,391.900,3,0,NaN
Astylospongia,445.600,360.700,3,0,NaN
Astyris,61.700,0.000,59,16,0.0030
Asyncritus,311.450,306.950,1,1,0.0182
Asyrinxia,360.700,326.400,4,0,NaN
Atactodea,0.126,0.012,1,1,0.0056
Atactophlebia,272.500,268.000,2,2,0.1195
Atactoporella,460.900,449.500,1,0,NaN
Atactotoechus,383.700,376.100,1,0,NaN
Atahococeras,295.000,290.100,1,0,NaN
Ataphrus,183.000,58.700,84,63,0.0113
Atavograptus,443.700,439.000,8,0,NaN
Ataxioceras,155.700,150.800,1,0,NaN
Ataxocerithium,19.000,0.000,9,0,NaN
Atelelasma,466.000,463.500,4,2,0.0735
Ateleocystites,460.900,449.500,3,0,NaN
Atelestocrinus,360.700,345.300,2,2,0.0510
Athabaskia,513.000,501.000,2,0,NaN
Athabaskiella,513.000,501.000,1,0,NaN
Athericites,145.500,130.000,2,2,0.1925
Athleta,61.700,5.332,248,122,0.0066
Athous,65.500,61.700,1,0,NaN
Athrophragma,460.900,449.500,1,0,NaN
Athyris,416.000,235.000,342,37,0.0335
Athyrisina,412.300,336.000,8,1,0.1782
Athyrisinoides,443.700,428.200,1,0,NaN
Atira,83.500,65.500,5,0,NaN
Atlanta,33.900,0.000,8,3,0.0021
Atomodesma,298.900,252.300,43,14,0.0577
Atopostroma,416.000,412.300,2,2,0.0707
Atops,520.000,516.000,2,0,NaN
Atractites,251.300,183.000,9,0,NaN
Atractocrinus,388.100,383.700,1,0,NaN
Atractodon,0.126,0.012,2,0,NaN
Atractopyge,463.500,445.600,29,9,0.0142
Atreta,205.600,65.500,28,11,0.0292
Atrina,125.450,0.000,120,47,0.0026
Atrypa,457.500,336.000,311,26,0.0402
Atryparia,409.100,376.100,8,0,NaN
Atrypina,443.700,383.700,28,2,0.0086
Atrypoidea,428.200,418.700,19,6,0.0116
Atrythyris,391.900,360.700,17,0,NaN
Atsabites,295.000,290.100,1,0,NaN
Attenuata,19.000,15.900,2,0,NaN
Attenuatella,298.900,252.300,32,3,0.2904
Attiliosa,23.030,0.126,5,2,0.0050
Attinopora,58.700,48.600,1,1,0.1111
Aturia,65.500,5.332,64,12,0.1971
Aturoidea,65.500,55.800,5,5,0.0380
Atys,65.500,0.012,45,25,0.0140
Aucella,150.800,140.200,7,0,NaN
Aucellina,150.800,89.300,105,2,0.0232
Aucklandirhynchia,183.000,161.200,9,0,NaN
Aulacaganides,279.500,272.500,2,1,0.5000
Aulacatrypa,426.200,422.900,2,0,NaN
Aulacella,412.300,342.800,48,5,0.0079
Aulacera,449.500,443.700,11,0,NaN
Aulacogastrioceras,268.000,265.000,1,0,NaN
Aulacolatiaster,409.100,391.900,1,0,NaN
Aulacomya,61.700,0.000,22,1,0.0055
Aulacomyella,155.700,145.500,10,1,0.0094
Aulacoparia,488.300,471.800,20,0,NaN
Aulacopleura,439.000,422.900,5,0,NaN
Aulacosphinctes,150.800,145.500,4,0,NaN
Aulacosphinctoides,148.500,145.500,9,0,NaN
Aulacostephanus,155.700,150.800,31,1,0.5000
Aulacoteuthis,130.000,125.450,1,0,NaN
Aulacothyris,247.200,161.200,4,2,0.0164
Aulacothyroides,235.000,232.000,3,1,0.1687
Aulagonoceras,254.000,252.300,8,0,NaN
Aulametacoceras,279.500,272.500,2,0,NaN
Aulastraeopora,125.450,93.500,5,0,NaN
Aulatornoceras,382.400,376.100,11,0,NaN
Aulaxinia,125.450,112.030,3,0,NaN
Aulertupus,314.600,306.950,1,0,NaN
Aulica,15.970,5.332,3,0,NaN
Auliskocrinus,265.000,259.000,1,0,NaN
Aulocyathus,65.500,61.700,1,1,0.0066
Aulocystis,388.100,376.100,56,22,0.0720
Aulograptus,466.000,457.500,1,0,NaN
Aulokoninckophyllum,339.400,336.000,1,0,NaN
Aulophyllum,336.000,326.400,8,0,NaN
Auloplax,83.500,61.700,1,0,NaN
Aulopora,422.900,326.400,27,2,1.0000
Auloprotonia,345.000,336.000,2,0,NaN
Aulosmilia,125.450,112.030,1,0,NaN
Aulosteges,295.000,252.300,18,5,0.1177
Aupouria,19.000,15.900,1,0,NaN
Auricularites,161.200,155.700,2,0,NaN
Auriculispina,298.900,290.100,2,0,NaN
Auriculospongia,268.000,259.000,28,28,0.0975
Aurikirkbya,303.400,252.300,7,6,0.0194
Aurila,33.900,0.000,88,58,0.0366
Aurinia,11.608,5.332,1,0,NaN
Auriptygma,326.400,318.100,1,0,NaN
Austinella,452.000,449.500,5,0,NaN
Australaster,290.100,279.500,2,0,NaN
Australiceras,130.000,112.030,19,0,NaN
Australina,428.200,416.000,10,0,NaN
Australoacaste,428.200,426.200,3,0,NaN
Australobollia,422.900,416.000,2,0,NaN
Australobuchia,148.500,145.500,13,0,NaN
Australocoelia,416.000,383.700,79,0,NaN
Australocystis,391.900,383.700,1,0,NaN
Australoecia,20.430,15.970,1,0,NaN
Australofenestella,326.400,314.600,2,0,NaN
Australohalkieria,516.000,513.000,2,0,NaN
Australoharpes,488.300,478.600,2,0,NaN
Australoneilo,70.600,48.600,47,37,0.0407
Australonema,412.300,409.100,2,0,NaN
Australopolypora,326.400,314.600,1,0,NaN
Australoportlandia,48.600,37.200,1,0,NaN
Australopyge,478.600,468.100,4,0,NaN
Australoscutellum,428.200,418.700,2,0,NaN
